hours_slept,study_duration_minutes,phone_pickups_last_hour,social_media_opens_last_hour,break_duration_minutes,subject_difficulty,current_time_of_day,caffeine_intake,previous_day_productivity,mood_level,target
5.4,110,2,2,12,5,9,0,6.9,6.5,Distracted
8.1,21,2,1,7,1,20,1,7.7,7.3,Deep Focus
5.0,54,6,5,2,1,11,1,5.7,3.9,Study Crash Incoming
5.8,11,5,3,1,7,9,2,7.4,7.0,Study Crash Incoming
9.0,14,2,1,15,3,19,1,7.4,7.0,Deep Focus
8.3,25,1,3,2,7,7,1,5.7,7.8,Deep Focus
9.2,34,0,1,5,8,8,3,7.5,7.9,Deep Focus
6.6,20,5,3,2,7,10,4,1.0,5.9,Study Crash Incoming
5.3,16,0,0,4,5,10,1,4.7,4.4,Distracted
6.6,18,0,0,0,6,8,0,6.0,8.6,Deep Focus
7.2,45,5,1,1,8,11,5,7.0,3.3,Distracted
7.1,13,2,1,8,4,10,1,7.9,5.4,Deep Focus
8.7,139,0,3,10,5,18,0,5.5,4.4,Study Crash Incoming
6.5,142,0,0,18,3,14,2,5.2,6.4,Distracted
7.5,13,12,5,2,3,22,1,7.7,5.6,Study Crash Incoming
5.5,76,0,1,0,1,11,2,8.3,4.1,Distracted
7.7,71,0,0,1,1,21,2,7.5,4.5,Deep Focus
7.0,53,0,1,5,2,9,1,5.7,3.4,Distracted
5.9,25,4,2,1,8,21,2,10.0,5.1,Deep Focus
6.6,53,4,3,5,7,17,2,6.2,5.0,Study Crash Incoming
6.7,112,1,1,13,1,9,1,6.4,5.9,Deep Focus
6.6,28,1,0,15,8,13,1,9.3,5.3,Deep Focus
9.7,93,2,2,8,8,6,2,9.1,6.5,Deep Focus
6.9,43,5,3,6,10,9,4,7.4,6.5,Study Crash Incoming
6.6,128,3,2,5,10,9,1,4.2,5.9,Study Crash Incoming
4.0,61,4,2,6,1,20,1,6.2,4.0,Study Crash Incoming
5.7,103,2,1,5,6,17,3,7.0,5.1,Distracted
6.6,171,2,3,0,9,20,2,9.9,5.7,Study Crash Incoming
6.0,40,0,0,4,3,10,1,10.0,4.2,Deep Focus
9.1,70,3,2,2,6,19,0,4.8,6.2,Deep Focus
6.8,199,0,0,0,1,18,3,7.7,6.1,Study Crash Incoming
8.9,240,11,8,2,4,20,2,4.4,8.5,Study Crash Incoming
7.1,54,2,3,7,10,20,1,5.8,4.3,Study Crash Incoming
7.1,163,2,2,0,8,17,0,4.3,4.6,Study Crash Incoming
6.9,34,9,8,0,3,12,5,9.3,6.4,Study Crash Incoming
7.0,37,7,6,2,10,20,1,6.5,7.0,Study Crash Incoming
9.6,158,3,2,6,3,22,0,6.6,7.3,Study Crash Incoming
4.0,63,3,4,6,4,9,1,6.1,4.0,Study Crash Incoming
4.0,105,1,1,5,5,18,3,6.8,6.0,Distracted
6.2,34,2,1,7,7,20,0,6.8,2.1,Study Crash Incoming
7.0,97,0,1,0,3,7,4,4.6,6.5,Distracted
8.0,112,1,0,0,3,17,1,2.6,5.9,Distracted
7.7,36,0,3,18,7,10,5,3.3,6.9,Deep Focus
6.4,48,3,2,2,3,9,2,2.8,6.6,Distracted
8.5,31,0,0,10,2,9,0,6.4,6.5,Deep Focus
8.5,127,4,3,0,2,6,2,4.4,5.6,Study Crash Incoming
7.3,74,3,4,4,4,18,0,8.0,5.2,Study Crash Incoming
8.4,19,7,5,4,1,8,1,6.5,8.5,Deep Focus
7.4,177,2,2,8,1,14,0,2.3,7.2,Study Crash Incoming
6.2,67,5,5,15,8,7,3,5.2,4.9,Distracted
8.0,36,5,4,4,6,20,1,1.8,8.0,Distracted
7.2,63,1,0,1,2,19,3,3.7,4.8,Distracted
7.0,23,3,2,5,3,23,1,5.0,4.2,Distracted
9.2,30,8,3,0,7,21,2,4.1,7.5,Distracted
4.0,114,3,2,12,9,20,1,9.8,6.4,Study Crash Incoming
4.9,30,1,0,4,9,18,1,7.5,4.7,Distracted
5.2,220,7,2,0,3,19,3,5.3,5.1,Study Crash Incoming
6.5,24,0,0,2,9,11,1,8.9,3.2,Deep Focus
6.6,130,0,0,8,5,9,0,4.1,7.2,Distracted
4.7,132,0,2,7,3,11,1,5.3,3.1,Distracted
5.5,78,0,0,1,6,22,1,7.7,3.2,Study Crash Incoming
5.7,23,1,1,0,2,12,1,3.8,5.7,Deep Focus
10.0,35,1,1,13,5,9,1,7.4,6.0,Deep Focus
9.7,50,6,6,0,5,16,1,6.6,4.5,Distracted
6.4,92,14,9,3,6,8,0,7.2,3.1,Study Crash Incoming
6.5,226,5,4,3,2,20,2,9.6,5.1,Study Crash Incoming
5.3,72,1,2,3,1,20,1,6.9,6.6,Deep Focus
4.1,75,0,1,2,4,22,1,6.3,5.5,Study Crash Incoming
6.8,94,12,9,7,10,23,1,3.0,5.0,Study Crash Incoming
5.5,43,2,3,14,6,8,2,6.4,4.7,Deep Focus
6.9,23,3,2,7,6,10,1,5.0,6.8,Deep Focus
4.6,138,12,8,4,7,22,0,5.8,5.6,Study Crash Incoming
5.9,237,8,2,10,6,12,0,5.1,5.7,Study Crash Incoming
7.2,104,2,1,2,3,9,2,7.0,5.8,Distracted
7.5,28,10,4,3,10,9,1,4.0,6.0,Study Crash Incoming
7.6,66,0,0,5,3,20,2,6.4,7.0,Deep Focus
5.0,74,0,0,15,7,19,1,3.9,2.4,Study Crash Incoming
8.3,40,0,0,0,9,16,3,2.4,6.7,Distracted
5.8,71,0,0,1,7,22,1,5.3,4.8,Distracted
7.9,208,4,3,5,10,13,3,6.9,3.9,Study Crash Incoming
7.0,48,5,1,0,2,19,2,4.4,6.8,Deep Focus
4.9,52,0,2,7,7,6,0,6.3,5.3,Distracted
6.5,75,4,2,0,1,18,2,5.3,2.5,Study Crash Incoming
7.5,49,3,2,3,6,10,0,3.9,5.3,Distracted
7.9,114,1,0,10,2,6,2,7.1,4.7,Distracted
6.8,40,1,4,7,7,9,0,4.7,4.0,Distracted
9.3,67,2,2,8,4,6,0,6.7,4.8,Deep Focus
8.5,98,6,3,12,2,10,2,3.1,5.6,Distracted
6.6,25,0,0,11,9,12,1,6.3,6.8,Distracted
8.1,52,4,4,14,9,21,2,7.2,7.4,Distracted
9.9,47,0,2,8,2,18,3,6.7,7.9,Deep Focus
9.9,43,7,5,1,3,11,2,7.8,5.9,Distracted
5.2,38,1,3,1,1,10,2,7.3,5.9,Distracted
5.6,21,1,0,9,7,6,3,6.6,5.0,Deep Focus
9.2,80,0,0,18,9,23,0,7.7,1.3,Distracted
5.4,16,2,1,4,3,7,1,5.3,6.1,Deep Focus
5.0,136,5,4,6,5,13,2,7.0,5.5,Study Crash Incoming
6.3,34,2,2,14,8,22,0,6.0,4.7,Distracted
7.6,30,0,0,9,5,12,1,9.7,3.8,Deep Focus
6.8,33,7,8,12,8,19,3,6.5,7.7,Distracted
6.0,153,2,2,1,8,6,1,3.4,4.8,Study Crash Incoming
6.0,35,0,0,0,8,7,0,6.5,5.7,Deep Focus
5.9,57,2,1,19,8,11,1,4.1,3.3,Distracted
5.7,17,0,0,2,5,16,2,7.5,6.2,Deep Focus
10.0,119,14,9,1,4,21,2,7.5,7.3,Study Crash Incoming
7.4,139,4,2,0,7,23,1,4.8,4.5,Study Crash Incoming
8.3,12,0,0,0,2,10,3,3.9,4.4,Deep Focus
6.3,31,7,5,7,6,18,2,6.3,5.2,Distracted
6.7,21,1,3,27,1,9,1,4.2,3.8,Deep Focus
5.9,237,2,3,3,8,22,1,4.3,3.2,Study Crash Incoming
4.0,24,1,1,15,7,8,2,5.0,5.5,Distracted
4.9,91,0,0,14,5,7,1,7.2,4.1,Distracted
4.3,104,0,0,4,4,13,1,3.0,4.8,Distracted
4.0,169,4,2,4,6,18,3,4.5,2.4,Study Crash Incoming
5.2,37,1,2,4,7,10,1,10.0,4.7,Study Crash Incoming
9.0,17,1,1,19,7,11,0,9.9,6.6,Deep Focus
6.9,15,5,3,2,10,6,2,8.4,3.3,Study Crash Incoming
8.9,65,1,1,0,2,21,2,6.1,7.6,Deep Focus
7.6,81,3,3,2,1,18,5,7.5,7.5,Deep Focus
8.2,40,10,8,7,7,19,0,5.2,4.9,Study Crash Incoming
5.6,70,4,1,8,2,18,4,1.0,5.5,Distracted
7.8,57,0,1,12,2,8,1,4.9,2.8,Deep Focus
8.1,44,1,0,7,3,21,2,5.1,6.0,Deep Focus
6.1,77,3,2,0,8,15,1,6.1,7.0,Distracted
7.8,17,0,0,25,1,8,1,7.0,3.9,Deep Focus
7.8,21,5,3,33,4,7,0,9.3,5.4,Deep Focus
6.2,82,20,19,5,2,23,1,6.1,4.4,Study Crash Incoming
5.3,240,1,0,3,9,9,1,4.0,8.9,Study Crash Incoming
5.2,72,2,2,1,8,20,1,5.6,8.2,Distracted
7.1,44,6,4,0,1,11,2,7.3,6.4,Distracted
7.5,98,0,2,0,3,22,2,5.8,4.0,Distracted
5.8,240,7,6,20,5,11,5,4.4,5.6,Study Crash Incoming
7.0,33,4,2,25,5,12,2,7.0,7.8,Deep Focus
7.9,33,1,0,1,2,20,2,3.7,3.2,Distracted
7.9,10,3,2,2,5,11,1,4.2,3.2,Distracted
9.3,38,3,1,8,9,20,1,6.8,4.6,Distracted
8.9,16,1,1,5,3,21,1,4.4,7.1,Deep Focus
5.5,152,22,17,31,2,18,1,5.3,6.1,Study Crash Incoming
9.5,194,5,1,6,4,16,2,6.0,8.0,Study Crash Incoming
6.2,19,6,7,3,5,7,2,5.9,6.3,Distracted
8.6,240,2,2,23,3,19,2,4.1,6.0,Study Crash Incoming
7.1,54,5,3,0,2,18,2,6.7,5.3,Distracted
6.4,11,6,5,1,1,17,2,4.2,6.1,Distracted
4.3,174,0,1,2,8,13,3,9.3,7.5,Study Crash Incoming
6.7,38,1,1,6,2,11,2,5.2,6.3,Deep Focus
4.7,119,1,2,30,3,8,2,7.2,3.9,Distracted
8.5,37,2,3,8,8,20,1,7.5,6.6,Deep Focus
9.3,26,5,6,1,6,9,1,5.3,8.7,Distracted
5.8,60,0,0,12,1,18,0,4.1,4.5,Deep Focus
7.5,20,7,2,2,2,6,2,7.5,4.4,Distracted
5.9,98,3,1,4,5,13,1,3.2,5.0,Distracted
6.1,115,3,2,16,4,8,1,3.5,6.0,Distracted
8.2,25,7,7,0,10,10,3,7.2,5.1,Distracted
6.9,93,4,2,12,2,8,2,5.6,6.1,Distracted
9.6,83,0,0,7,1,9,0,4.6,4.5,Deep Focus
6.3,201,3,2,6,6,7,0,5.0,4.3,Study Crash Incoming
8.5,16,1,1,10,10,19,1,4.4,6.1,Deep Focus
7.1,21,8,6,2,1,8,3,10.0,7.9,Distracted
8.2,38,3,1,0,9,10,1,8.0,7.7,Distracted
6.3,23,7,4,0,10,7,1,4.4,4.1,Study Crash Incoming
6.9,41,1,3,18,5,8,0,5.4,4.4,Deep Focus
6.8,15,3,2,10,5,17,1,7.2,4.7,Distracted
5.7,101,3,1,2,10,19,2,4.0,3.1,Study Crash Incoming
8.0,82,9,3,4,7,8,1,4.9,8.1,Study Crash Incoming
8.0,48,3,3,14,6,7,1,5.4,4.4,Deep Focus
7.9,180,4,2,2,3,19,3,4.2,8.5,Distracted
9.3,240,3,3,3,10,9,3,8.2,6.7,Study Crash Incoming
9.2,42,2,1,9,3,9,0,4.6,6.4,Deep Focus
6.4,176,0,0,3,4,18,2,5.8,5.5,Study Crash Incoming
7.6,44,1,0,3,9,10,3,6.2,7.8,Deep Focus
6.1,111,1,2,22,6,7,0,9.2,3.3,Distracted
7.0,117,10,4,3,8,7,2,5.8,5.8,Study Crash Incoming
6.1,36,3,2,4,10,20,2,10.0,4.7,Distracted
9.4,75,2,1,7,7,11,1,5.3,7.7,Distracted
7.5,39,1,1,1,2,15,0,5.6,6.2,Deep Focus
6.7,97,2,1,11,8,16,3,7.9,5.4,Study Crash Incoming
8.8,41,1,0,0,6,19,4,9.8,7.1,Deep Focus
4.0,19,4,3,8,2,12,0,5.5,2.5,Distracted
4.0,117,2,1,0,2,20,1,8.5,5.8,Distracted
8.2,98,9,5,24,10,19,2,7.7,6.2,Study Crash Incoming
7.1,113,0,2,29,2,14,2,4.5,5.7,Deep Focus
7.4,88,5,3,14,5,18,0,6.0,6.4,Distracted
5.0,114,6,3,2,10,22,1,5.9,2.7,Study Crash Incoming
7.0,24,0,0,10,9,8,0,3.9,5.3,Deep Focus
10.0,101,2,1,11,9,8,1,6.3,6.8,Deep Focus
8.2,25,3,5,5,8,18,1,6.2,8.1,Deep Focus
7.3,70,0,0,4,5,19,0,6.7,6.0,Distracted
6.3,72,0,0,1,3,17,1,6.1,3.8,Distracted
6.4,35,0,0,13,9,8,3,4.7,5.8,Deep Focus
4.0,74,0,0,5,6,8,0,10.0,4.8,Distracted
7.4,101,1,0,8,4,20,3,6.4,3.0,Distracted
8.3,56,13,10,1,10,18,2,8.6,4.5,Study Crash Incoming
4.6,18,3,2,0,4,8,2,6.9,7.0,Distracted
6.0,29,3,2,0,1,9,0,9.0,4.4,Deep Focus
5.3,104,0,1,14,7,10,1,4.4,4.3,Distracted
5.6,49,4,3,16,5,19,2,5.8,4.7,Distracted
7.1,40,1,2,11,7,19,0,5.1,4.5,Deep Focus
4.0,158,24,15,11,7,8,1,4.9,1.1,Study Crash Incoming
7.9,43,2,2,12,7,12,2,6.5,4.8,Deep Focus
8.1,228,7,5,10,4,17,2,5.5,5.4,Study Crash Incoming
6.6,83,1,0,7,3,9,1,3.1,4.5,Distracted
4.0,139,5,3,13,4,12,2,5.4,3.4,Study Crash Incoming
5.5,45,2,1,7,10,11,1,5.2,2.9,Study Crash Incoming
8.8,120,0,1,9,8,12,1,7.8,6.1,Deep Focus
4.0,30,3,2,0,4,16,0,3.1,6.2,Distracted
6.5,33,0,0,1,10,16,2,5.0,4.8,Distracted
5.2,92,0,0,0,8,16,1,4.5,4.9,Study Crash Incoming
8.2,18,17,16,10,6,18,4,7.5,8.4,Study Crash Incoming
6.0,38,2,3,15,9,10,1,4.9,4.1,Distracted
7.6,82,4,3,0,10,12,1,8.1,10.0,Deep Focus
7.8,188,1,2,0,6,9,5,5.9,7.2,Study Crash Incoming
9.8,27,8,2,24,2,12,1,7.0,7.6,Deep Focus
6.7,124,1,1,20,5,11,1,8.2,5.3,Deep Focus
7.6,55,8,8,2,3,20,0,3.6,7.5,Study Crash Incoming
4.8,240,13,11,3,7,10,2,5.5,3.5,Study Crash Incoming
8.8,147,5,4,5,1,8,3,6.8,5.5,Distracted
5.9,63,5,2,7,5,7,1,6.4,6.9,Study Crash Incoming
6.2,107,6,4,23,5,13,2,3.4,5.3,Study Crash Incoming
7.0,12,0,0,1,4,20,1,7.4,4.5,Deep Focus
4.7,133,7,6,3,7,22,1,6.1,2.6,Study Crash Incoming
7.3,32,2,1,12,6,9,2,6.3,2.7,Distracted
8.5,102,3,1,15,3,8,2,5.6,7.5,Deep Focus
7.4,64,2,3,0,9,19,2,1.0,5.6,Study Crash Incoming
4.6,36,9,7,5,5,10,0,7.1,6.0,Study Crash Incoming
6.8,174,1,0,4,2,12,1,7.2,5.7,Study Crash Incoming
8.1,11,1,4,5,7,10,0,5.2,5.6,Deep Focus
4.2,44,9,7,5,4,7,3,3.0,2.6,Study Crash Incoming
5.4,35,0,0,0,7,10,2,4.9,5.9,Deep Focus
8.3,27,4,5,3,8,20,5,8.0,4.7,Distracted
7.4,67,2,3,0,7,14,1,5.2,7.3,Distracted
7.6,67,3,1,5,10,9,0,6.0,5.8,Distracted
9.8,60,1,0,6,7,20,1,5.3,5.1,Deep Focus
7.7,78,5,5,10,4,10,2,6.6,5.3,Distracted
8.0,30,0,0,6,10,17,1,3.4,6.4,Deep Focus
10.0,204,6,4,15,6,22,1,5.6,5.8,Study Crash Incoming
6.7,13,1,2,3,8,19,4,8.2,8.1,Deep Focus
5.8,172,4,3,1,4,17,1,4.2,5.6,Study Crash Incoming
7.6,14,2,2,1,10,9,2,5.5,5.4,Deep Focus
7.7,36,4,9,6,10,8,2,8.1,5.0,Study Crash Incoming
6.2,51,12,7,1,10,20,2,7.5,4.5,Study Crash Incoming
5.5,23,4,2,15,4,7,0,6.9,3.3,Distracted
10.0,46,8,6,26,9,7,2,6.8,5.3,Deep Focus
7.5,42,1,1,2,7,17,2,6.7,7.0,Deep Focus
5.9,85,6,7,27,1,11,2,5.5,7.6,Distracted
8.4,39,1,2,6,10,6,1,8.2,4.8,Distracted
6.8,48,4,2,2,6,6,1,5.1,5.3,Distracted
6.6,34,6,4,1,6,10,2,4.0,4.4,Study Crash Incoming
7.8,240,0,0,5,4,13,1,3.2,6.8,Study Crash Incoming
5.1,25,2,4,3,9,10,3,4.8,2.7,Study Crash Incoming
7.5,48,1,4,30,1,21,0,4.7,4.0,Deep Focus
9.9,69,4,1,6,4,11,1,4.6,6.0,Deep Focus
7.7,38,2,2,5,6,18,3,3.6,5.8,Distracted
6.4,11,7,2,3,2,8,0,6.7,3.2,Distracted
6.2,62,4,3,16,3,9,1,4.1,1.7,Study Crash Incoming
6.4,48,6,4,19,7,19,1,7.1,3.1,Study Crash Incoming
6.6,11,2,1,9,6,13,1,7.4,5.8,Deep Focus
6.4,61,5,3,15,9,20,3,10.0,3.7,Study Crash Incoming
8.4,28,1,1,4,9,20,0,5.1,5.0,Deep Focus
4.4,89,21,19,8,1,11,1,5.7,5.0,Study Crash Incoming
8.3,12,1,1,12,4,8,1,4.5,4.6,Deep Focus
6.4,44,2,3,4,9,7,2,3.7,4.6,Distracted
7.6,29,7,5,34,10,18,1,5.2,9.1,Distracted
5.3,13,3,4,5,1,8,1,4.4,3.8,Deep Focus
9.0,140,1,1,2,8,17,1,3.6,6.5,Distracted
8.9,48,5,5,6,3,8,2,6.5,6.7,Distracted
8.4,37,0,0,7,9,19,1,3.9,4.9,Deep Focus
4.7,104,0,3,19,5,18,1,7.1,3.6,Study Crash Incoming
8.2,46,2,1,6,2,7,1,7.7,5.5,Deep Focus
7.6,74,7,3,1,3,22,0,4.3,5.4,Study Crash Incoming
4.6,48,5,4,1,10,7,3,8.8,2.4,Study Crash Incoming
7.0,43,3,2,10,8,18,1,6.8,6.5,Deep Focus
7.5,76,0,1,3,1,20,3,5.9,7.8,Deep Focus
7.8,12,3,2,3,10,9,2,2.4,3.0,Study Crash Incoming
7.3,47,3,3,6,9,20,2,2.6,6.0,Distracted
7.4,200,2,2,3,6,9,4,9.1,5.5,Study Crash Incoming
9.2,18,1,1,0,1,11,2,8.6,6.5,Deep Focus
8.8,115,1,0,0,5,8,0,9.2,6.6,Deep Focus
4.0,26,0,2,0,2,11,0,9.7,6.4,Deep Focus
6.5,137,1,2,9,4,20,1,8.7,5.3,Distracted
6.8,20,4,3,12,4,9,1,6.5,6.8,Deep Focus
4.4,39,0,1,9,8,6,5,7.1,3.4,Distracted
7.1,63,0,0,3,8,18,2,4.6,6.2,Distracted
8.9,240,3,3,1,2,8,2,6.5,5.3,Study Crash Incoming
5.4,27,6,5,3,9,12,3,7.5,5.3,Study Crash Incoming
7.5,96,0,0,4,7,8,2,7.5,5.1,Distracted
5.6,38,0,4,3,7,10,2,5.7,5.1,Distracted
6.0,107,3,2,16,8,17,0,1.9,2.9,Study Crash Incoming
9.2,73,9,7,10,8,9,3,3.0,4.9,Study Crash Incoming
6.2,15,3,2,5,8,19,1,7.0,6.8,Distracted
7.7,57,2,2,0,3,18,0,5.0,8.1,Deep Focus
4.2,19,18,12,4,7,9,1,7.3,1.4,Study Crash Incoming
9.8,30,8,5,18,10,19,1,3.6,6.0,Distracted
7.9,61,2,1,9,8,13,1,8.7,5.6,Deep Focus
6.7,22,11,5,5,5,18,0,4.1,5.9,Study Crash Incoming
7.9,172,5,2,17,7,19,1,9.0,5.8,Study Crash Incoming
4.9,45,1,0,6,10,10,0,2.9,5.6,Distracted
8.8,55,0,0,3,7,9,2,7.2,4.3,Deep Focus
6.5,57,0,0,0,8,23,2,4.1,4.8,Distracted
6.7,40,2,2,0,9,13,1,6.0,5.6,Distracted
6.3,36,0,0,2,4,8,0,8.2,3.8,Distracted
6.1,70,12,4,2,4,20,2,7.8,5.4,Study Crash Incoming
8.0,129,1,1,0,4,6,1,4.4,4.9,Distracted
7.4,93,10,10,6,4,20,3,4.8,5.3,Study Crash Incoming
8.0,22,4,2,17,7,11,4,2.9,8.4,Deep Focus
7.0,144,9,4,10,5,20,2,2.4,5.3,Study Crash Incoming
7.8,84,0,0,0,10,21,0,4.3,8.3,Distracted
6.4,140,3,1,0,7,6,0,4.3,1.0,Study Crash Incoming
10.0,35,0,0,7,7,9,2,3.0,6.9,Deep Focus
4.6,143,16,12,10,10,6,2,5.6,1.9,Study Crash Incoming
8.9,23,8,6,12,9,7,1,5.9,4.6,Study Crash Incoming
9.1,107,1,2,5,1,17,3,6.0,5.9,Deep Focus
5.7,46,12,4,1,10,20,2,4.4,5.9,Study Crash Incoming
10.0,10,5,4,8,9,8,1,4.8,6.1,Distracted
8.5,171,3,5,7,4,9,1,5.4,4.5,Study Crash Incoming
8.5,147,7,8,16,3,19,1,7.6,7.2,Study Crash Incoming
7.0,24,3,2,4,6,9,1,4.6,3.7,Distracted
6.7,32,7,2,2,10,12,1,2.6,8.4,Distracted
6.7,96,4,3,0,7,19,2,5.4,3.3,Study Crash Incoming
7.6,95,0,0,2,6,19,1,5.1,5.3,Distracted
9.1,88,2,2,11,3,11,1,2.8,9.8,Deep Focus
7.3,14,3,2,5,9,8,1,5.2,4.9,Distracted
5.6,23,4,3,5,8,11,1,4.2,5.8,Distracted
8.2,17,0,0,7,1,20,2,5.8,5.6,Deep Focus
8.4,52,5,2,3,3,7,0,6.8,5.7,Distracted
8.0,11,3,2,6,9,9,3,4.9,4.7,Deep Focus
8.1,17,6,2,7,8,21,1,7.0,6.2,Distracted
6.6,63,7,4,27,5,9,1,5.4,7.2,Distracted
5.6,19,9,6,8,6,6,1,5.5,1.2,Study Crash Incoming
5.7,87,2,0,5,2,19,0,5.4,3.4,Distracted
4.5,16,2,0,5,9,19,3,5.6,3.3,Distracted
7.4,154,7,6,1,7,6,0,3.2,3.7,Study Crash Incoming
6.9,25,0,0,8,6,19,2,2.3,6.3,Deep Focus
6.3,27,3,2,2,7,21,3,8.2,3.7,Deep Focus
4.0,10,0,0,3,6,21,3,6.4,3.6,Distracted
5.1,92,1,1,8,5,13,0,4.9,7.6,Distracted
8.7,47,14,11,7,2,12,0,8.1,4.2,Study Crash Incoming
6.0,240,0,0,2,5,16,2,10.0,6.0,Study Crash Incoming
7.5,17,0,1,9,9,9,1,3.0,5.5,Deep Focus
4.9,125,4,2,11,1,19,2,5.9,4.2,Study Crash Incoming
9.2,22,0,1,1,5,9,5,7.3,5.2,Deep Focus
6.8,68,0,0,2,9,19,3,2.7,4.8,Distracted
7.4,32,6,2,8,6,11,1,2.9,6.0,Study Crash Incoming
10.0,50,6,3,3,1,20,2,7.9,6.4,Deep Focus
9.3,18,1,2,0,9,22,2,5.9,7.0,Deep Focus
6.5,73,5,4,21,1,19,2,4.6,3.5,Distracted
6.1,41,3,3,2,5,9,3,2.7,2.9,Study Crash Incoming
6.5,10,0,1,19,2,7,0,6.7,1.7,Deep Focus
7.8,29,0,1,4,3,9,0,3.2,6.0,Deep Focus
6.8,10,4,2,5,4,21,1,4.0,6.0,Distracted
6.4,20,1,0,2,3,20,4,4.1,3.2,Distracted
9.2,113,2,6,22,9,6,1,5.3,4.0,Distracted
6.8,34,0,0,3,6,6,2,3.8,7.5,Deep Focus
10.0,89,3,4,1,4,18,1,4.1,9.1,Deep Focus
7.1,97,2,1,0,3,10,1,7.9,7.7,Distracted
9.7,11,3,1,12,5,22,1,6.3,6.7,Deep Focus
7.5,175,1,2,8,4,20,3,6.0,6.5,Study Crash Incoming
8.4,39,0,0,1,9,18,2,6.9,5.9,Deep Focus
5.9,104,0,2,15,3,9,2,3.9,2.7,Distracted
5.7,39,5,3,3,7,20,2,6.7,2.5,Study Crash Incoming
7.7,35,11,6,4,5,19,1,6.9,5.8,Distracted
8.5,95,0,0,8,3,6,0,4.0,6.9,Deep Focus
7.1,168,9,7,27,5,10,2,7.2,5.4,Study Crash Incoming
5.1,58,4,3,5,2,8,1,6.5,5.2,Distracted
5.0,11,13,7,9,6,13,2,6.5,5.2,Study Crash Incoming
4.9,50,0,0,20,8,11,1,9.3,5.3,Deep Focus
4.3,30,4,3,15,6,16,6,6.2,5.9,Distracted
7.2,56,5,3,9,1,12,0,4.2,8.2,Distracted
8.7,41,0,0,8,6,17,4,6.3,7.1,Deep Focus
7.0,25,0,0,13,1,7,0,6.0,7.9,Deep Focus
4.0,12,1,0,3,4,11,1,3.8,4.0,Distracted
6.7,11,2,2,7,7,22,1,2.0,6.6,Distracted
6.8,82,5,4,14,10,11,1,5.9,6.6,Distracted
10.0,36,4,3,1,10,7,2,7.9,3.8,Deep Focus
4.8,169,6,6,3,6,21,1,7.9,6.0,Study Crash Incoming
6.4,203,5,6,5,3,22,2,6.6,3.1,Study Crash Incoming
9.6,88,0,0,1,9,13,2,9.1,7.2,Deep Focus
7.7,61,15,6,6,4,19,1,6.3,7.1,Study Crash Incoming
7.8,28,1,0,0,6,18,0,5.6,4.9,Deep Focus
7.2,44,3,2,37,2,20,2,6.4,5.2,Deep Focus
7.5,58,3,1,5,4,19,3,4.5,6.7,Distracted
8.2,138,7,4,1,5,19,2,3.5,4.8,Study Crash Incoming
5.8,70,7,4,6,8,12,1,4.0,5.1,Study Crash Incoming
8.3,27,2,1,10,9,10,0,5.0,5.8,Deep Focus
4.9,39,4,6,22,2,19,0,7.7,5.8,Distracted
7.5,205,0,0,3,6,13,1,3.1,8.9,Study Crash Incoming
7.3,24,0,1,6,10,16,3,4.1,4.6,Deep Focus
6.1,92,0,1,0,1,8,1,7.6,4.9,Distracted
7.0,20,2,1,2,6,8,1,5.3,4.4,Deep Focus
6.1,21,6,5,2,8,8,0,5.6,4.8,Study Crash Incoming
5.4,146,1,2,0,2,21,1,5.3,6.9,Distracted
6.5,46,4,2,6,7,10,2,9.9,6.0,Distracted
5.3,49,1,1,1,5,12,1,7.1,4.4,Deep Focus
7.5,33,7,6,4,7,22,0,6.5,3.0,Study Crash Incoming
5.3,38,6,5,16,8,11,1,6.4,6.5,Study Crash Incoming
8.1,45,8,6,3,2,8,1,6.8,5.1,Study Crash Incoming
5.2,25,0,2,0,1,15,1,9.7,4.2,Deep Focus
6.2,22,1,0,5,4,17,3,5.3,5.9,Deep Focus
6.1,102,0,1,12,3,11,0,6.3,6.3,Distracted
9.0,33,0,2,20,3,23,2,6.1,5.0,Deep Focus
7.5,47,1,1,1,10,20,0,7.8,4.0,Distracted
6.7,200,7,7,17,7,18,2,9.4,7.5,Study Crash Incoming
7.7,11,5,4,17,4,16,1,4.8,7.4,Deep Focus
4.0,28,2,2,10,7,9,2,6.9,5.4,Distracted
6.9,53,4,2,6,2,11,1,6.4,5.3,Distracted
10.0,132,5,2,8,2,6,2,3.2,5.0,Distracted
7.2,103,6,3,1,1,19,3,7.9,4.7,Study Crash Incoming
7.1,138,1,2,24,5,12,1,9.1,3.8,Distracted
7.8,29,0,0,17,7,10,2,7.6,5.5,Deep Focus
8.3,57,3,2,5,6,7,2,4.7,4.6,Distracted
4.0,165,2,1,2,6,17,1,3.3,4.2,Study Crash Incoming
4.5,119,1,0,46,2,21,1,7.3,3.8,Deep Focus
7.3,51,4,3,6,7,19,3,3.8,5.7,Distracted
5.9,15,2,1,8,6,19,2,4.0,4.0,Distracted
9.0,62,6,5,29,10,12,1,6.4,5.3,Distracted
6.5,11,2,3,1,3,21,1,7.5,2.6,Distracted
4.1,109,0,3,5,1,21,4,5.3,3.8,Study Crash Incoming
5.1,171,0,0,9,5,21,1,5.6,4.3,Study Crash Incoming
4.0,92,1,1,4,2,19,2,5.8,1.8,Distracted
